go_id,pathway_name,pathway_name
GO:0008631,intrinsic apoptotic signaling pathway in response to oxidative stress,stress-response
GO:0034976,response to endoplasmic reticulum stress,protein-processing
GO:0034198,cellular response to amino acid starvation,cellular-response
GO:0002931,response to ischemia,cellular-response
GO:0010666,positive regulation of cardiac muscle cell apoptotic process,muscle
GO:0010941,regulation of cell death,cell-death
GO:0038066,p38MAPK cascade,MAPK
GO:0072577,endothelial cell apoptotic process,blood-vessel
GO:0097300,programmed necrotic cell death,cell-death
GO:1902170,cellular response to reactive nitrogen species,cell-death
GO:1904707,positive regulation of vascular smooth muscle cell proliferation,muscle
GO:0010536,positive regulation of activation of Janus kinase activity,MAPK
GO:0010828,positive regulation of glucose transmembrane transport,transport
GO:0043568,positive regulation of insulin-like growth factor receptor signaling pathway,signalling
GO:0070977,bone maturation,osteo-bone
GO:0008611,ether lipid biosynthetic process,metabolic-biosynthesis
GO:0001958,endochondral ossification,osteo-bone
GO:0006635,fatty acid beta-oxidation,lipid
GO:0048812,neuron projection morphogenesis,neuron
GO:0061003,positive regulation of dendritic spine morphogenesis,spine
GO:1902685,positive regulation of receptor localization to synapse,synapse
GO:0048168,regulation of neuronal synaptic plasticity,neuron
GO:0098974,postsynaptic actin cytoskeleton organization,synapse
GO:0050773,regulation of dendrite development,brain
GO:0051220,cytoplasmic sequestering of protein,protein-processing
GO:0010643,cell communication by chemical coupling,ecm
GO:0010644,cell communication by electrical coupling,ecm
GO:0032507,maintenance of protein location in cell,protein-processing
GO:0061351,neural precursor cell proliferation,neural-crest
GO:0008584,male gonad development,reproduction
GO:0048873,homeostasis of number of cells within a tissue,homeostasis
GO:0032008,positive regulation of TOR signaling,signalling
GO:1990253,cellular response to leucine starvation,cellular-response
GO:1904263,positive regulation of TORC1 signaling,signalling
GO:0001953,negative regulation of cell-matrix adhesion,ecm
GO:0051252,regulation of RNA metabolic process,metabolic-biosynthesis
GO:0042756,drinking behavior,behavior
GO:0007091,metaphase/anaphase transition of mitotic cell cycle,cell-division
GO:0045842,positive regulation of mitotic metaphase/anaphase transition,cell-division
GO:0007096,regulation of exit from mitosis,cell-cycle
GO:0002098,tRNA wobble uridine modification,ribosome
GO:0070899,mitochondrial tRNA wobble uridine modification,ribosome
GO:0035082,axoneme assembly,cytoskeleton
GO:0007288,sperm axoneme assembly,reproduction
GO:0045292,"mRNA cis splicing, via spliceosome",rna-processing
GO:0034975,protein folding in endoplasmic reticulum,protein-processing
GO:0006621,protein retention in ER lumen,protein-processing
GO:0006595,polyamine metabolic process,metabolic-biosynthesis
GO:0006596,polyamine biosynthetic process,metabolic-biosynthesis
GO:0090316,positive regulation of intracellular protein transport,transport
GO:1902268,negative regulation of polyamine transmembrane transport,transport
GO:0046951,ketone body biosynthetic process,metabolic-biosynthesis
GO:0006552,leucine catabolic process,catabolic
GO:0003009,skeletal muscle contraction,muscle
GO:0014883,transition between fast and slow fiber,muscle
GO:0055010,ventricular cardiac muscle tissue morphogenesis,muscle
GO:0006777,Mo-molybdopterin cofactor biosynthetic process,metabolic-biosynthesis
GO:0032324,molybdopterin cofactor biosynthetic process,metabolic-biosynthesis
GO:0031293,membrane protein intracellular domain proteolysis,protein-processing
GO:0006509,membrane protein ectodomain proteolysis,protein-processing
GO:0043462,regulation of ATPase activity,metabolic-biosynthesis
GO:0003254,regulation of membrane depolarization,metabolic-biosynthesis
GO:0001541,ovarian follicle development,reproduction
GO:0002021,response to dietary excess,cellular-response
GO:0006091,generation of precursor metabolites and energy,metabolic-biosynthesis
GO:0030073,insulin secretion,secretion
GO:0033500,carbohydrate homeostasis,homeostasis
GO:0040008,regulation of growth,growth-regulation
GO:0043968,histone H2A acetylation,histone-chromatin
GO:0051289,protein homotetramerization,protein-processing
GO:0045329,carnitine biosynthetic process,metabolic-biosynthesis
GO:0042136,neurotransmitter biosynthetic process,neurotransmitters
GO:0042445,hormone metabolic process,metabolic-biosynthesis
GO:0006766,vitamin metabolic process,metabolic-biosynthesis
GO:0006696,ergosterol biosynthetic process,metabolic-biosynthesis
GO:0016125,sterol metabolic process,metabolic-biosynthesis
GO:0034653,retinoic acid catabolic process,catabolic
GO:0048284,organelle fusion,cytoskeleton
GO:0006401,RNA catabolic process,catabolic
GO:0000738,"DNA catabolic process, exonucleolytic",catabolic
GO:0006012,galactose metabolic process,metabolic-biosynthesis
GO:0033499,galactose catabolic process via UDP-galactose,catabolic
GO:0006011,UDP-glucose metabolic process,metabolic-biosynthesis
GO:0006258,UDP-glucose catabolic process,catabolic
GO:0019388,galactose catabolic process,catabolic
GO:0031214,biomineral tissue development,osteo-bone
GO:0019637,organophosphate metabolic process,metabolic-biosynthesis
GO:0033280,response to vitamin D,cellular-response
GO:0071305,cellular response to vitamin D,cellular-response
GO:1904383,response to sodium phosphate,cellular-response
GO:1990418,response to insulin-like growth factor stimulus,pancreas
GO:0006396,RNA processing,regeneration-healing
GO:0070934,CRD-mediated mRNA stabilization,rna-processing
GO:1902017,regulation of cilium assembly,brain
GO:0061512,protein localization to cilium,protein-processing
GO:0042073,intraciliary transport,transport
GO:2000583,regulation of platelet-derived growth factor receptor-alpha signaling pathway,red-blood
GO:0034067,protein localization to Golgi apparatus,transport
GO:0001736,establishment of planar polarity,polarity-axis
GO:0036372,opsin transport,transport
GO:0045198,establishment of epithelial cell apical/basal polarity,polarity-axis
GO:0055007,cardiac muscle cell differentiation,muscle
GO:0060122,inner ear receptor cell stereocilium organization,auditory
GO:0060828,regulation of canonical Wnt signaling pathway,signalling
GO:0090102,cochlea development,auditory
GO:0034374,low-density lipoprotein particle remodeling,lipid
GO:0034372,very-low-density lipoprotein particle remodeling,lipid
GO:0034382,chylomicron remnant clearance,liver
GO:0019433,triglyceride catabolic process,catabolic
GO:0051004,regulation of lipoprotein lipase activity,lipid
GO:0034373,intermediate-density lipoprotein particle remodeling,lipid
GO:0034638,phosphatidylcholine catabolic process,catabolic
GO:0008203,cholesterol metabolic process,metabolic-biosynthesis
GO:0030301,cholesterol transport,transport
GO:0051754,"meiotic sister chromatid cohesion, centromeric",reproduction
GO:0007060,male meiosis chromosome segregation,reproduction
GO:0010789,meiotic sister chromatid cohesion involved in meiosis I,reproduction
GO:0016321,female meiosis chromosome segregation,reproduction
GO:0045143,homologous chromosome segregation,reproduction
GO:0015696,ammonium transport,transport
GO:0015837,amine transport,transport
GO:0072488,ammonium transmembrane transport,transport
GO:0070634,transepithelial ammonium transport,transport
GO:0006873,cellular ion homeostasis,homeostasis
GO:0036258,multivesicular body assembly,transport
GO:1904903,ESCRT III complex disassembly,transport
GO:0019076,viral release from host cell,immune
GO:0009838,abscission,immune
GO:0046745,viral capsid secondary envelopment,immune
GO:0008406,gonad development,reproduction
GO:0007506,gonadal mesoderm development,reproduction
GO:0001546,preantral ovarian follicle growth,reproduction
GO:0001655,urogenital system development,kidney-ureter
GO:0001880,Mullerian duct regression,kidney-ureter
GO:2000355,negative regulation of ovarian follicle development,reproduction
GO:0007021,tubulin complex assembly,cytoskeleton
GO:0007023,post-chaperonin tubulin folding pathway,cytoskeleton
GO:0006895,Golgi to endosome transport,cytosis-osome-vesicle
GO:0042573,retinoic acid metabolic process,metabolic-biosynthesis
GO:0001889,liver development,liver
GO:0001936,regulation of endothelial cell proliferation,blood-vessel
GO:0002138,retinoic acid biosynthetic process,metabolic-biosynthesis
GO:0006776,vitamin A metabolic process,metabolic-biosynthesis
GO:0007494,midgut development,gut
GO:0009855,determination of bilateral symmetry,polarity-axis
GO:0016331,morphogenesis of embryonic epithelium,morphogenesis
GO:0030900,forebrain development,brain
GO:0031016,pancreas development,pancreas
GO:0031076,embryonic camera-type eye development,eye
GO:0035115,embryonic forelimb morphogenesis,limb
GO:0035799,ureter maturation,kidney-ureter
GO:0042904,9-cis-retinoic acid biosynthetic process,metabolic-biosynthesis
GO:0043010,camera-type eye development,eye
GO:0090242,retinoic acid receptor signaling pathway involved in somitogenesis,eye
GO:0016925,protein sumoylation,protein-processing
GO:0090204,protein localization to nuclear pore,protein-processing
GO:1901896,positive regulation of ATPase-coupled calcium transmembrane transporter activity,transport
GO:0060334,regulation of interferon-gamma-mediated signaling pathway,immune
GO:0043392,negative regulation of DNA binding,transcription
GO:1902260,negative regulation of delayed rectifier potassium channel activity,muscle
GO:0045759,negative regulation of action potential,muscle
GO:0016575,histone deacetylation,histone-chromatin
GO:0016578,histone deubiquitination,histone-chromatin
GO:0010564,regulation of cell cycle process,cell-cycle
GO:2001032,regulation of double-strand break repair via nonhomologous end joining,DNA-repair
GO:0045955,negative regulation of calcium ion-dependent exocytosis,cytosis-osome-vesicle
GO:1903170,negative regulation of calcium ion transmembrane transport,transport
GO:0034340,response to type I interferon,immune
GO:0032479,regulation of type I interferon production,immune
GO:0032608,interferon-beta production,immune
GO:1904355,positive regulation of telomere capping,telomere
GO:0051225,spindle assembly,cell-division
GO:0051298,centrosome duplication,cytoskeleton
GO:2000299,negative regulation of Rho-dependent protein serine/threonine kinase activity,kinase
GO:0016266,O-glycan processing,protein-processing
GO:0030010,establishment of cell polarity,polarity-axis
GO:0030511,positive regulation of transforming growth factor beta receptor signaling pathway,immune
GO:0072332,intrinsic apoptotic signaling pathway by p53 class mediator,cell-death
GO:0071493,cellular response to UV-B,cellular-response
GO:1904262,negative regulation of TORC1 signaling,signalling
GO:0051645,Golgi localization,transport
GO:0051896,regulation of protein kinase B signaling,kinase
GO:0060770,negative regulation of epithelial cell proliferation involved in prostate gland development,glands
GO:0097484,dendrite extension,brain
GO:1900182,positive regulation of protein localization to nucleus,protein-processing
GO:0035338,long-chain fatty-acyl-CoA biosynthetic process,metabolic-biosynthesis
GO:0090410,malonate catabolic process,catabolic
GO:1990048,anterograde neuronal dense core vesicle transport,neuron
GO:1990049,retrograde neuronal dense core vesicle transport,neuron
GO:0002326,B cell lineage commitment,lymphoid
GO:0033152,immunoglobulin V(D)J recombination,immune
